GEO_ID,Census_Tract,Median household income in the past 12 months (in 2020 inflation-adjusted dollars),"Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Owner occupied (dollars)","Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Renter occupied (dollars)"
1400000US06037269300,"Census Tract 2693, Los Angeles County, California",193750,209395,120850
1400000US06037269500,"Census Tract 2695, Los Angeles County, California",204583,229511,138750
1400000US06037269601,"Census Tract 2696.01, Los Angeles County, California",61044,95702,60368
1400000US06037269602,"Census Tract 2696.02, Los Angeles County, California",54875,64375,54125
1400000US06037269700,"Census Tract 2697, Los Angeles County, California",88214,126071,76667
1400000US06037269800,"Census Tract 2698, Los Angeles County, California",96964,-,95089
1400000US06037269903,"Census Tract 2699.03, Los Angeles County, California",70583,84241,69306
1400000US06037269905,"Census Tract 2699.05, Los Angeles County, California",89194,-,89194
1400000US06037269906,"Census Tract 2699.06, Los Angeles County, California",100682,163882,97218
1400000US06037269907,"Census Tract 2699.07, Los Angeles County, California",86821,180556,82460
1400000US06037269908,"Census Tract 2699.08, Los Angeles County, California",71808,-,71278
1400000US06037269909,"Census Tract 2699.09, Los Angeles County, California",77074,-,76420
1400000US06037270101,"Census Tract 2701.01, Los Angeles County, California",83667,-,95000
1400000US06037270102,"Census Tract 2701.02, Los Angeles County, California",79583,140255,64756
1400000US06037270200,"Census Tract 2702, Los Angeles County, California",68651,97143,61490
1400000US06037270300,"Census Tract 2703, Los Angeles County, California",59327,-,59880
1400000US06037271100,"Census Tract 2711, Los Angeles County, California",104821,142500,56771
1400000US06037271200,"Census Tract 2712, Los Angeles County, California",88889,101853,74821
1400000US06037271300,"Census Tract 2713, Los Angeles County, California",103911,123155,95938
1400000US06037271400,"Census Tract 2714, Los Angeles County, California",135590,143611,105694
1400000US06037271500,"Census Tract 2715, Los Angeles County, California",98452,167500,78654
1400000US06037271600,"Census Tract 2716, Los Angeles County, California",95615,140250,72406
1400000US06037271702,"Census Tract 2717.02, Los Angeles County, California",70504,84643,63924
1400000US06037271703,"Census Tract 2717.03, Los Angeles County, California",99339,98889,99495
1400000US06037271704,"Census Tract 2717.04, Los Angeles County, California",133270,204500,102975
1400000US06037271801,"Census Tract 2718.01, Los Angeles County, California",54259,70721,52342
1400000US06037271803,"Census Tract 2718.03, Los Angeles County, California",83226,81531,83992
1400000US06037271804,"Census Tract 2718.04, Los Angeles County, California",71764,72380,66543
1400000US06037271901,"Census Tract 2719.01, Los Angeles County, California",96699,125735,77614
1400000US06037271902,"Census Tract 2719.02, Los Angeles County, California",74186,133571,61657
1400000US06037272100,"Census Tract 2721, Los Angeles County, California",96806,118988,71250
1400000US06037272201,"Census Tract 2722.01, Los Angeles County, California",75846,140560,63375
1400000US06037272202,"Census Tract 2722.02, Los Angeles County, California",61786,77411,57292
1400000US06037272301,"Census Tract 2723.01, Los Angeles County, California",98495,140192,90855
1400000US06037272302,"Census Tract 2723.02, Los Angeles County, California",64408,116042,58750
1400000US06037273100,"Census Tract 2731, Los Angeles County, California",140987,177000,112841
1400000US06037273200,"Census Tract 2732, Los Angeles County, California",100100,76458,107614
1400000US06037273300,"Census Tract 2733, Los Angeles County, California",76285,-,60750
1400000US06037273403,"Census Tract 2734.03, Los Angeles County, California",-,"250,000+",-
1400000US06037273404,"Census Tract 2734.04, Los Angeles County, California",72101,151014,71108
1400000US06037273502,"Census Tract 2735.02, Los Angeles County, California",91396,131250,90682
1400000US06037273600,"Census Tract 2736, Los Angeles County, California",135204,143194,115795
1400000US06037273700,"Census Tract 2737, Los Angeles County, California",111036,141406,94521
1400000US06037273800,"Census Tract 2738, Los Angeles County, California",83821,104886,67917
1400000US06037273902,"Census Tract 2739.02, Los Angeles County, California",138750,167188,119911
1400000US06037274100,"Census Tract 2741, Los Angeles County, California",128125,220962,85414
1400000US06037274202,"Census Tract 2742.02, Los Angeles County, California",155366,183950,143169
1400000US06037275101,"Census Tract 2751.01, Los Angeles County, California",108750,116563,106750
1400000US06037275102,"Census Tract 2751.02, Los Angeles County, California",70872,120363,57633
1400000US06037275200,"Census Tract 2752, Los Angeles County, California",70689,127450,65439
1400000US06037275311,"Census Tract 2753.11, Los Angeles County, California",84337,99444,78632
1400000US06037275312,"Census Tract 2753.12, Los Angeles County, California",100667,145117,99145
1400000US06037275313,"Census Tract 2753.13, Los Angeles County, California",82862,-,83832
1400000US06037275400,"Census Tract 2754, Los Angeles County, California",137639,153750,123036
1400000US06037275500,"Census Tract 2755, Los Angeles County, California",43393,112167,33224
1400000US06037275603,"Census Tract 2756.03, Los Angeles County, California",90000,93750,77969
1400000US06037275604,"Census Tract 2756.04, Los Angeles County, California",173569,209167,160597
1400000US06037275605,"Census Tract 2756.05, Los Angeles County, California",95192,104602,76448
1400000US06037276000,"Census Tract 2760, Los Angeles County, California",140446,159375,113878
1400000US06037276101,"Census Tract 2761.01, Los Angeles County, California",91770,125650,91238
1400000US06037276102,"Census Tract 2761.02, Los Angeles County, California",48905,-,42217
1400000US06037276400,"Census Tract 2764, Los Angeles County, California",175625,198295,71632
1400000US06037276500,"Census Tract 2765, Los Angeles County, California",101071,136667,52500
1400000US06037276601,"Census Tract 2766.01, Los Angeles County, California",131905,177379,78859
1400000US06037276605,"Census Tract 2766.05, Los Angeles County, California",79750,64958,81500
1400000US06037276606,"Census Tract 2766.06, Los Angeles County, California",77143,101893,70641
1400000US06037276607,"Census Tract 2766.07, Los Angeles County, California",87273,84688,93173
1400000US06037276608,"Census Tract 2766.08, Los Angeles County, California",98000,98277,97762
1400000US06037277000,"Census Tract 2770, Los Angeles County, California",140985,172198,81317
1400000US06037277100,"Census Tract 2771, Los Angeles County, California",154063,154219,144375
1400000US06037277200,"Census Tract 2772, Los Angeles County, California",50109,-,42019
1400000US06037277400,"Census Tract 2774, Los Angeles County, California",34318,-,34318
1400000US06037278001,"Census Tract 2780.01, Los Angeles County, California",111274,133750,85417
1400000US06037278102,"Census Tract 2781.02, Los Angeles County, California",153654,171250,124335
1400000US06037291110,"Census Tract 2911.10, Los Angeles County, California",62222,115685,49125
1400000US06037291120,"Census Tract 2911.20, Los Angeles County, California",68333,118750,59038
1400000US06037291130,"Census Tract 2911.30, Los Angeles County, California",73242,87906,56833
1400000US06037291210,"Census Tract 2912.10, Los Angeles County, California",48277,60870,45244
1400000US06037291220,"Census Tract 2912.20, Los Angeles County, California",60948,112738,47500
1400000US06037291300,"Census Tract 2913, Los Angeles County, California",88690,108452,46250
1400000US06037292001,"Census Tract 2920.01, Los Angeles County, California",40957,-,38793
1400000US06037292002,"Census Tract 2920.02, Los Angeles County, California",110040,109219,-
1400000US06037293203,"Census Tract 2932.03, Los Angeles County, California",66615,82938,57574
1400000US06037293204,"Census Tract 2932.04, Los Angeles County, California",72554,107470,52881
1400000US06037293205,"Census Tract 2932.05, Los Angeles County, California",44369,118719,43015
1400000US06037293206,"Census Tract 2932.06, Los Angeles County, California",59766,77353,53542
1400000US06037293301,"Census Tract 2933.01, Los Angeles County, California",87390,93077,85625
1400000US06037293302,"Census Tract 2933.02, Los Angeles County, California",90255,99044,63918
1400000US06037293304,"Census Tract 2933.04, Los Angeles County, California",68306,92734,60329
1400000US06037293306,"Census Tract 2933.06, Los Angeles County, California",101500,111406,53750
1400000US06037293307,"Census Tract 2933.07, Los Angeles County, California",49604,83375,41190
1400000US06037294110,"Census Tract 2941.10, Los Angeles County, California",43724,77361,33781
1400000US06037294120,"Census Tract 2941.20, Los Angeles County, California",39984,68913,38351
1400000US06037294200,"Census Tract 2942, Los Angeles County, California",72904,101094,36083
1400000US06037294301,"Census Tract 2943.01, Los Angeles County, California",80382,91696,35446
1400000US06037294302,"Census Tract 2943.02, Los Angeles County, California",54595,73224,45129
1400000US06037294410,"Census Tract 2944.10, Los Angeles County, California",47027,77500,34924
1400000US06037294421,"Census Tract 2944.21, Los Angeles County, California",46168,53750,42109
1400000US06037294510,"Census Tract 2945.10, Los Angeles County, California",56324,69028,39375
1400000US06037294520,"Census Tract 2945.20, Los Angeles County, California",50357,86900,38947
1400000US06037294610,"Census Tract 2946.10, Los Angeles County, California",51036,99167,32204
1400000US06037294620,"Census Tract 2946.20, Los Angeles County, California",49880,76607,41198
1400000US06037294701,"Census Tract 2947.01, Los Angeles County, California",36014,54200,30690
1400000US06037294810,"Census Tract 2948.10, Los Angeles County, California",50438,77083,47946
1400000US06037294820,"Census Tract 2948.20, Los Angeles County, California",37222,15900,38318
1400000US06037294830,"Census Tract 2948.30, Los Angeles County, California",51554,99531,45188
1400000US06037294900,"Census Tract 2949, Los Angeles County, California",37974,82692,27938
1400000US06037295103,"Census Tract 2951.03, Los Angeles County, California",120769,127292,112944
1400000US06037296210,"Census Tract 2962.10, Los Angeles County, California",40282,98295,32388
1400000US06037296220,"Census Tract 2962.20, Los Angeles County, California",33232,-,32091
1400000US06037296300,"Census Tract 2963, Los Angeles County, California",85750,114744,58938
1400000US06037296401,"Census Tract 2964.01, Los Angeles County, California",85733,96042,57401
1400000US06037296402,"Census Tract 2964.02, Los Angeles County, California",124500,137820,53031
1400000US06037296500,"Census Tract 2965, Los Angeles County, California",37311,53542,26797
1400000US06037296600,"Census Tract 2966, Los Angeles County, California",40991,71089,34013
1400000US06037296901,"Census Tract 2969.01, Los Angeles County, California",48750,60000,46618
1400000US06037296902,"Census Tract 2969.02, Los Angeles County, California",52217,88081,47663
1400000US06037297001,"Census Tract 2970.01, Los Angeles County, California",195064,202558,-
1400000US06037297002,"Census Tract 2970.02, Los Angeles County, California",102658,104892,88322
1400000US06037297110,"Census Tract 2971.10, Los Angeles County, California",42679,130196,40858
1400000US06037297120,"Census Tract 2971.20, Los Angeles County, California",52000,152727,40851
1400000US06037297201,"Census Tract 2972.01, Los Angeles County, California",59189,101500,47750
1400000US06037297202,"Census Tract 2972.02, Los Angeles County, California",74567,122796,50921
1400000US06037297300,"Census Tract 2973, Los Angeles County, California",128068,153654,76818
1400000US06037297400,"Census Tract 2974, Los Angeles County, California",70729,70350,71591
1400000US06037297501,"Census Tract 2975.01, Los Angeles County, California",120577,121635,116641
