GEO_ID,Census_Tract,Median household income in the past 12 months (in 2020 inflation-adjusted dollars),"Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Owner occupied (dollars)","Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Renter occupied (dollars)"
1400000US06037406602,"Census Tract 4066.02, Los Angeles County, California",86630,98094,42316
1400000US06037406701,"Census Tract 4067.01, Los Angeles County, California",91944,117269,62614
1400000US06037406702,"Census Tract 4067.02, Los Angeles County, California",88173,115873,72336
1400000US06037406801,"Census Tract 4068.01, Los Angeles County, California",102813,115938,70221
1400000US06037406903,"Census Tract 4069.03, Los Angeles County, California",79500,87969,53929
1400000US06037407001,"Census Tract 4070.01, Los Angeles County, California",83480,84932,50313
1400000US06037407002,"Census Tract 4070.02, Los Angeles County, California",80313,80104,90833
1400000US06037407101,"Census Tract 4071.01, Los Angeles County, California",69609,98934,50057
1400000US06037407102,"Census Tract 4071.02, Los Angeles County, California",71176,75536,63158
1400000US06037407201,"Census Tract 4072.01, Los Angeles County, California",76404,105729,42284
1400000US06037407202,"Census Tract 4072.02, Los Angeles County, California",61039,59911,100104
1400000US06037407301,"Census Tract 4073.01, Los Angeles County, California",75167,77875,73365
1400000US06037407302,"Census Tract 4073.02, Los Angeles County, California",64740,63698,93377
1400000US06037407400,"Census Tract 4074, Los Angeles County, California",91389,101667,61400
1400000US06037407501,"Census Tract 4075.01, Los Angeles County, California",72000,81810,52171
1400000US06037407502,"Census Tract 4075.02, Los Angeles County, California",86806,88824,77941
1400000US06037407601,"Census Tract 4076.01, Los Angeles County, California",65658,76500,63250
1400000US06037407602,"Census Tract 4076.02, Los Angeles County, California",79732,86563,68636
1400000US06037407701,"Census Tract 4077.01, Los Angeles County, California",45284,60556,40360
1400000US06037407702,"Census Tract 4077.02, Los Angeles County, California",71830,69961,76280
1400000US06037407801,"Census Tract 4078.01, Los Angeles County, California",102422,105119,86902
1400000US06037407802,"Census Tract 4078.02, Los Angeles County, California",97539,97617,78750
1400000US06037407901,"Census Tract 4079.01, Los Angeles County, California",98707,132917,43971
1400000US06037407902,"Census Tract 4079.02, Los Angeles County, California",86058,85481,-
1400000US06037408003,"Census Tract 4080.03, Los Angeles County, California",88000,103393,-
1400000US06037408004,"Census Tract 4080.04, Los Angeles County, California",83684,90982,80595
1400000US06037408005,"Census Tract 4080.05, Los Angeles County, California",125354,140294,74375
1400000US06037408006,"Census Tract 4080.06, Los Angeles County, California",85389,101250,69479
1400000US06037408133,"Census Tract 4081.33, Los Angeles County, California",83006,118250,58056
1400000US06037408134,"Census Tract 4081.34, Los Angeles County, California",102171,102204,94922
1400000US06037408135,"Census Tract 4081.35, Los Angeles County, California",82593,93333,73983
1400000US06037408136,"Census Tract 4081.36, Los Angeles County, California",92411,95909,81696
1400000US06037408137,"Census Tract 4081.37, Los Angeles County, California",74191,73077,80257
1400000US06037408138,"Census Tract 4081.38, Los Angeles County, California",75200,77050,-
1400000US06037408139,"Census Tract 4081.39, Los Angeles County, California",72311,77829,61771
1400000US06037408140,"Census Tract 4081.40, Los Angeles County, California",64900,76250,43989
1400000US06037408141,"Census Tract 4081.41, Los Angeles County, California",83618,87786,77670
1400000US06037408212,"Census Tract 4082.12, Los Angeles County, California",67031,73106,55972
1400000US06037408213,"Census Tract 4082.13, Los Angeles County, California",73000,74916,62109
1400000US06037408301,"Census Tract 4083.01, Los Angeles County, California",71639,88822,46705
1400000US06037408302,"Census Tract 4083.02, Los Angeles County, California",88417,102336,60324
1400000US06037408303,"Census Tract 4083.03, Los Angeles County, California",106579,99271,124609
1400000US06037408401,"Census Tract 4084.01, Los Angeles County, California",83636,90729,46992
1400000US06037408402,"Census Tract 4084.02, Los Angeles County, California",106810,112923,82031
1400000US06037408503,"Census Tract 4085.03, Los Angeles County, California",120330,119857,120903
1400000US06037408504,"Census Tract 4085.04, Los Angeles County, California",92500,106250,72694
1400000US06037408505,"Census Tract 4085.05, Los Angeles County, California",116354,124635,39076
1400000US06037408623,"Census Tract 4086.23, Los Angeles County, California",72250,62250,86125
1400000US06037408624,"Census Tract 4086.24, Los Angeles County, California",98571,94800,98929
1400000US06037408625,"Census Tract 4086.25, Los Angeles County, California",91898,110787,44318
1400000US06037408626,"Census Tract 4086.26, Los Angeles County, California",84671,92557,54330
1400000US06037408627,"Census Tract 4086.27, Los Angeles County, California",101490,103500,100662
1400000US06037408628,"Census Tract 4086.28, Los Angeles County, California",66975,78796,49375
1400000US06037408629,"Census Tract 4086.29, Los Angeles County, California",107344,117813,99375
1400000US06037408631,"Census Tract 4086.31, Los Angeles County, California",81139,89773,77366
1400000US06037408703,"Census Tract 4087.03, Los Angeles County, California",132583,131860,182931
1400000US06037408705,"Census Tract 4087.05, Los Angeles County, California",64333,57143,69924
1400000US06037408707,"Census Tract 4087.07, Los Angeles County, California",118714,119615,78611
1400000US06037408722,"Census Tract 4087.22, Los Angeles County, California",103274,106042,95924
1400000US06037408724,"Census Tract 4087.24, Los Angeles County, California",44413,55234,43980
1400000US06037408725,"Census Tract 4087.25, Los Angeles County, California",65341,82760,44948
1400000US06037408800,"Census Tract 4088, Los Angeles County, California",40108,110804,31542
1400000US06037408900,"Census Tract 4089, Los Angeles County, California",67209,87898,38029
1400000US06037409000,"Census Tract 4090, Los Angeles County, California",62894,74063,61810
1400000US06037409100,"Census Tract 4091, Los Angeles County, California",71384,82174,47361
1400000US06037430003,"Census Tract 4300.03, Los Angeles County, California",114654,114503,158542
1400000US06037430004,"Census Tract 4300.04, Los Angeles County, California",78056,79688,72250
1400000US06037430005,"Census Tract 4300.05, Los Angeles County, California",92194,93750,-
1400000US06037430101,"Census Tract 4301.01, Los Angeles County, California",49432,76638,35089
1400000US06037430102,"Census Tract 4301.02, Los Angeles County, California",82651,99115,59135
1400000US06037430200,"Census Tract 4302, Los Angeles County, California",109519,200278,98472
1400000US06037430301,"Census Tract 4303.01, Los Angeles County, California",130598,137188,114375
1400000US06037430302,"Census Tract 4303.02, Los Angeles County, California",93750,115806,69236
1400000US06037430400,"Census Tract 4304, Los Angeles County, California",129750,154125,75938
1400000US06037430501,"Census Tract 4305.01, Los Angeles County, California",147169,166250,120660
1400000US06037430502,"Census Tract 4305.02, Los Angeles County, California",79167,128913,70609
1400000US06037430600,"Census Tract 4306, Los Angeles County, California",151850,163313,150403
1400000US06037430701,"Census Tract 4307.01, Los Angeles County, California",85536,108375,68214
1400000US06037430721,"Census Tract 4307.21, Los Angeles County, California",70221,100568,61000
1400000US06037430723,"Census Tract 4307.23, Los Angeles County, California",72268,117321,68676
1400000US06037430724,"Census Tract 4307.24, Los Angeles County, California",78750,93008,69527
1400000US06037430801,"Census Tract 4308.01, Los Angeles County, California",94196,162500,61484
1400000US06037430802,"Census Tract 4308.02, Los Angeles County, California",106902,117443,53333
1400000US06037430803,"Census Tract 4308.03, Los Angeles County, California",81875,106250,-
1400000US06037430901,"Census Tract 4309.01, Los Angeles County, California",71667,78214,70992
1400000US06037430902,"Census Tract 4309.02, Los Angeles County, California",90930,99805,85735
1400000US06037431002,"Census Tract 4310.02, Los Angeles County, California",48917,63611,38534
1400000US06037431003,"Census Tract 4310.03, Los Angeles County, California",69708,100000,64196
1400000US06037431004,"Census Tract 4310.04, Los Angeles County, California",72986,89444,65481
1400000US06037431100,"Census Tract 4311, Los Angeles County, California",67500,87000,62120
1400000US06037431200,"Census Tract 4312, Los Angeles County, California",86951,96125,-
1400000US06037431300,"Census Tract 4313, Los Angeles County, California",103846,111094,86563
1400000US06037431400,"Census Tract 4314, Los Angeles County, California",74306,103490,39830
1400000US06037431501,"Census Tract 4315.01, Los Angeles County, California",57012,74744,44063
1400000US06037431502,"Census Tract 4315.02, Los Angeles County, California",65625,100417,52083
1400000US06037431600,"Census Tract 4316, Los Angeles County, California",102025,127050,38690
1400000US06037431701,"Census Tract 4317.01, Los Angeles County, California",112924,121373,47047
1400000US06037431800,"Census Tract 4318, Los Angeles County, California",87148,121531,68958
1400000US06037431900,"Census Tract 4319, Los Angeles County, California",71468,125250,62390
1400000US06037432001,"Census Tract 4320.01, Los Angeles County, California",99767,119423,-
1400000US06037432002,"Census Tract 4320.02, Los Angeles County, California",64559,102051,42549
1400000US06037432101,"Census Tract 4321.01, Los Angeles County, California",100698,107614,61995
1400000US06037432102,"Census Tract 4321.02, Los Angeles County, California",94895,106042,85863
1400000US06037432201,"Census Tract 4322.01, Los Angeles County, California",84412,96429,54315
1400000US06037432202,"Census Tract 4322.02, Los Angeles County, California",70590,78214,34832
1400000US06037432300,"Census Tract 4323, Los Angeles County, California",53125,54441,39904
1400000US06037432401,"Census Tract 4324.01, Los Angeles County, California",57656,67254,49950
1400000US06037432402,"Census Tract 4324.02, Los Angeles County, California",57887,93625,39375
1400000US06037432501,"Census Tract 4325.01, Los Angeles County, California",55893,49444,57643
1400000US06037432502,"Census Tract 4325.02, Los Angeles County, California",71577,88346,58929
1400000US06037432601,"Census Tract 4326.01, Los Angeles County, California",73339,80156,61932
1400000US06037432602,"Census Tract 4326.02, Los Angeles County, California",68407,85161,37348
1400000US06037432700,"Census Tract 4327, Los Angeles County, California",58750,63214,40577
1400000US06037432801,"Census Tract 4328.01, Los Angeles County, California",23487,67083,18858
1400000US06037432802,"Census Tract 4328.02, Los Angeles County, California",50417,75417,48493
1400000US06037432901,"Census Tract 4329.01, Los Angeles County, California",56765,89648,48125
1400000US06037432902,"Census Tract 4329.02, Los Angeles County, California",73162,78750,53750
1400000US06037433103,"Census Tract 4331.03, Los Angeles County, California",60694,80977,34833
1400000US06037433200,"Census Tract 4332, Los Angeles County, California",56371,98056,39179
1400000US06037433302,"Census Tract 4333.02, Los Angeles County, California",51538,32143,52308
1400000US06037433304,"Census Tract 4333.04, Los Angeles County, California",42197,79141,36851
1400000US06037433305,"Census Tract 4333.05, Los Angeles County, California",40625,78208,35875
1400000US06037433306,"Census Tract 4333.06, Los Angeles County, California",56010,56118,55714
1400000US06037433307,"Census Tract 4333.07, Los Angeles County, California",67917,100673,43050
1400000US06037433402,"Census Tract 4334.02, Los Angeles County, California",68512,94375,67758
1400000US06037433403,"Census Tract 4334.03, Los Angeles County, California",49202,57262,42500
1400000US06037433505,"Census Tract 4335.05, Los Angeles County, California",53190,71324,47935
1400000US06037433506,"Census Tract 4335.06, Los Angeles County, California",36956,40958,36194
1400000US06037433601,"Census Tract 4336.01, Los Angeles County, California",66657,75278,54531
1400000US06037433602,"Census Tract 4336.02, Los Angeles County, California",50379,52656,39688
1400000US06037433803,"Census Tract 4338.03, Los Angeles County, California",74583,81974,44212
1400000US06037433804,"Census Tract 4338.04, Los Angeles County, California",46581,60304,39330
1400000US06037433901,"Census Tract 4339.01, Los Angeles County, California",49621,52364,44167
1400000US06037433903,"Census Tract 4339.03, Los Angeles County, California",52438,62905,39732
1400000US06037434001,"Census Tract 4340.01, Los Angeles County, California",51438,62500,48056
1400000US06037434003,"Census Tract 4340.03, Los Angeles County, California",60147,65625,55625
1400000US06037434004,"Census Tract 4340.04, Los Angeles County, California",71652,105000,64554
1400000US06037434100,"Census Tract 4341, Los Angeles County, California",59432,71495,41622
1400000US06037460001,"Census Tract 4600.01, Los Angeles County, California",194375,199226,-
1400000US06037460002,"Census Tract 4600.02, Los Angeles County, California",131469,130906,197688
1400000US06037460101,"Census Tract 4601.01, Los Angeles County, California",136348,168646,75302
1400000US06037460200,"Census Tract 4602, Los Angeles County, California",99223,123707,55391
1400000US06037460301,"Census Tract 4603.01, Los Angeles County, California",130438,152917,88274
1400000US06037460302,"Census Tract 4603.02, Los Angeles County, California",68615,50461,80992
1400000US06037460401,"Census Tract 4604.01, Los Angeles County, California",92917,122321,52019
1400000US06037460501,"Census Tract 4605.01, Los Angeles County, California",180417,182841,161855
1400000US06037460502,"Census Tract 4605.02, Los Angeles County, California",216750,219375,124013
1400000US06037460601,"Census Tract 4606.01, Los Angeles County, California",144618,168819,73088
1400000US06037460700,"Census Tract 4607, Los Angeles County, California",160565,164659,100774
1400000US06037460800,"Census Tract 4608, Los Angeles County, California",221375,220375,-
1400000US06037460900,"Census Tract 4609, Los Angeles County, California",78643,85573,68275
1400000US06037461000,"Census Tract 4610, Los Angeles County, California",103866,124014,39076
1400000US06037461100,"Census Tract 4611, Los Angeles County, California",99511,109650,69333
1400000US06037461200,"Census Tract 4612, Los Angeles County, California",151375,164563,-
1400000US06037461300,"Census Tract 4613, Los Angeles County, California",78030,102813,57949
1400000US06037461400,"Census Tract 4614, Los Angeles County, California",67399,103750,61500
1400000US06037461501,"Census Tract 4615.01, Los Angeles County, California",77114,114271,60417
1400000US06037461502,"Census Tract 4615.02, Los Angeles County, California",55590,87727,34107
1400000US06037461600,"Census Tract 4616, Los Angeles County, California",80231,110662,47150
1400000US06037461700,"Census Tract 4617, Los Angeles County, California",137321,151154,93750
1400000US06037461901,"Census Tract 4619.01, Los Angeles County, California",49583,100529,44821
1400000US06037461902,"Census Tract 4619.02, Los Angeles County, California",36409,-,36136
1400000US06037462001,"Census Tract 4620.01, Los Angeles County, California",72250,106464,52727
1400000US06037462002,"Census Tract 4620.02, Los Angeles County, California",29397,106042,22917
1400000US06037462100,"Census Tract 4621, Los Angeles County, California",64459,153281,50523
1400000US06037462201,"Census Tract 4622.01, Los Angeles County, California",39851,-,38804
1400000US06037462202,"Census Tract 4622.02, Los Angeles County, California",83813,88498,80948
1400000US06037462301,"Census Tract 4623.01, Los Angeles County, California",63583,104688,54167
1400000US06037462302,"Census Tract 4623.02, Los Angeles County, California",74931,62750,83750
1400000US06037462400,"Census Tract 4624, Los Angeles County, California",92500,130938,66292
1400000US06037462500,"Census Tract 4625, Los Angeles County, California",95833,121982,52462
1400000US06037462600,"Census Tract 4626, Los Angeles County, California",124438,166250,70867
1400000US06037462700,"Census Tract 4627, Los Angeles County, California",68500,137548,53662
1400000US06037462800,"Census Tract 4628, Los Angeles County, California",86955,99954,84295
1400000US06037462900,"Census Tract 4629, Los Angeles County, California",104596,123507,77667
1400000US06037463000,"Census Tract 4630, Los Angeles County, California",109223,161625,79362
1400000US06037463103,"Census Tract 4631.03, Los Angeles County, California",90923,101291,69500
1400000US06037463200,"Census Tract 4632, Los Angeles County, California",98300,111477,74973
1400000US06037463300,"Census Tract 4633, Los Angeles County, California",102821,210208,62000
1400000US06037463400,"Census Tract 4634, Los Angeles County, California",99159,119688,77065
1400000US06037463500,"Census Tract 4635, Los Angeles County, California",84464,133244,69871
1400000US06037463601,"Census Tract 4636.01, Los Angeles County, California",81655,71884,82940
1400000US06037463602,"Census Tract 4636.02, Los Angeles County, California",95094,116976,84932
1400000US06037463700,"Census Tract 4637, Los Angeles County, California",145638,187212,129464
1400000US06037463800,"Census Tract 4638, Los Angeles County, California",168500,179375,109028
1400000US06037463900,"Census Tract 4639, Los Angeles County, California",112188,141477,87365
1400000US06037464000,"Census Tract 4640, Los Angeles County, California",118110,136771,85436
1400000US06037464101,"Census Tract 4641.01, Los Angeles County, California",175294,183158,168529
1400000US06037464102,"Census Tract 4641.02, Los Angeles County, California",179398,179815,-
1400000US06037464200,"Census Tract 4642, Los Angeles County, California",141725,141858,141346
1400000US06037480002,"Census Tract 4800.02, Los Angeles County, California",117182,124826,99803
1400000US06037480011,"Census Tract 4800.11, Los Angeles County, California",64592,117721,44337
1400000US06037480012,"Census Tract 4800.12, Los Angeles County, California",86058,118021,58611
1400000US06037480101,"Census Tract 4801.01, Los Angeles County, California",86639,156917,44321
1400000US06037480102,"Census Tract 4801.02, Los Angeles County, California",87543,127443,55250
1400000US06037480201,"Census Tract 4802.01, Los Angeles County, California",122455,130761,56594
1400000US06037480202,"Census Tract 4802.02, Los Angeles County, California",87778,98182,80455
1400000US06037480302,"Census Tract 4803.02, Los Angeles County, California",80943,133500,64886
1400000US06037480303,"Census Tract 4803.03, Los Angeles County, California",70938,81944,70313
1400000US06037480304,"Census Tract 4803.04, Los Angeles County, California",55927,-,53516
1400000US06037480400,"Census Tract 4804, Los Angeles County, California",66809,128219,55556
1400000US06037480500,"Census Tract 4805, Los Angeles County, California",125061,175403,95455
1400000US06037480601,"Census Tract 4806.01, Los Angeles County, California",82138,165809,79976
1400000US06037480602,"Census Tract 4806.02, Los Angeles County, California",130071,178917,103313
1400000US06037480702,"Census Tract 4807.02, Los Angeles County, California",170541,172067,136875
1400000US06037480703,"Census Tract 4807.03, Los Angeles County, California",136875,209531,81000
1400000US06037480704,"Census Tract 4807.04, Los Angeles County, California",97818,150625,88017
1400000US06037480802,"Census Tract 4808.02, Los Angeles County, California",72368,100824,34888
1400000US06037480803,"Census Tract 4808.03, Los Angeles County, California",81034,97868,55550
1400000US06037480804,"Census Tract 4808.04, Los Angeles County, California",72188,111944,63125
1400000US06037480901,"Census Tract 4809.01, Los Angeles County, California",66085,78913,58056
1400000US06037480902,"Census Tract 4809.02, Los Angeles County, California",47981,71750,39135
1400000US06037480903,"Census Tract 4809.03, Los Angeles County, California",62375,95104,49682
1400000US06037481001,"Census Tract 4810.01, Los Angeles County, California",63159,76118,52353
1400000US06037481002,"Census Tract 4810.02, Los Angeles County, California",71957,99152,54418
1400000US06037481101,"Census Tract 4811.01, Los Angeles County, California",70781,107679,61976
1400000US06037481102,"Census Tract 4811.02, Los Angeles County, California",63625,105446,61944
1400000US06037481103,"Census Tract 4811.03, Los Angeles County, California",71706,81724,46688
1400000US06037481201,"Census Tract 4812.01, Los Angeles County, California",79423,96250,50417
1400000US06037481203,"Census Tract 4812.03, Los Angeles County, California",66863,94597,51548
1400000US06037481300,"Census Tract 4813, Los Angeles County, California",65300,73073,53555
1400000US06037481401,"Census Tract 4814.01, Los Angeles County, California",60365,73009,37479
1400000US06037481403,"Census Tract 4814.03, Los Angeles County, California",44960,50774,44744
1400000US06037481404,"Census Tract 4814.04, Los Angeles County, California",73846,118750,54583
1400000US06037481500,"Census Tract 4815, Los Angeles County, California",66341,75760,60329
1400000US06037481603,"Census Tract 4816.03, Los Angeles County, California",49482,66316,46220
1400000US06037481604,"Census Tract 4816.04, Los Angeles County, California",58438,62857,58333
1400000US06037481605,"Census Tract 4816.05, Los Angeles County, California",69500,76336,59792
1400000US06037481606,"Census Tract 4816.06, Los Angeles County, California",59040,87375,53723
1400000US06037481711,"Census Tract 4817.11, Los Angeles County, California",50777,68000,46035
1400000US06037481712,"Census Tract 4817.12, Los Angeles County, California",46375,62361,36094
1400000US06037481713,"Census Tract 4817.13, Los Angeles County, California",63365,115444,50250
1400000US06037481714,"Census Tract 4817.14, Los Angeles County, California",40761,77188,29648
1400000US06037481800,"Census Tract 4818, Los Angeles County, California",99107,92955,121016
1400000US06037481901,"Census Tract 4819.01, Los Angeles County, California",87303,101898,41194
1400000US06037481902,"Census Tract 4819.02, Los Angeles County, California",66226,101563,50365
1400000US06037482001,"Census Tract 4820.01, Los Angeles County, California",89890,118750,-
1400000US06037482002,"Census Tract 4820.02, Los Angeles County, California",75013,122273,57952
1400000US06037482101,"Census Tract 4821.01, Los Angeles County, California",63083,81433,54688
1400000US06037482102,"Census Tract 4821.02, Los Angeles County, California",90833,84200,93194
1400000US06037482201,"Census Tract 4822.01, Los Angeles County, California",45042,-,45093
1400000US06037482202,"Census Tract 4822.02, Los Angeles County, California",56964,106875,43832
1400000US06037482301,"Census Tract 4823.01, Los Angeles County, California",56250,98542,40660
1400000US06037482303,"Census Tract 4823.03, Los Angeles County, California",52344,66607,49315
1400000US06037482304,"Census Tract 4823.04, Los Angeles County, California",41314,63750,34926
1400000US06037482401,"Census Tract 4824.01, Los Angeles County, California",50230,78661,45795
1400000US06037482403,"Census Tract 4824.03, Los Angeles County, California",39583,30483,43628
1400000US06037482404,"Census Tract 4824.04, Los Angeles County, California",72688,74688,31503
1400000US06037482502,"Census Tract 4825.02, Los Angeles County, California",55250,72143,40195
1400000US06037482503,"Census Tract 4825.03, Los Angeles County, California",67566,67458,72596
1400000US06037482521,"Census Tract 4825.21, Los Angeles County, California",64500,62452,77708
1400000US06037482522,"Census Tract 4825.22, Los Angeles County, California",64281,64834,56250
1400000US06037482600,"Census Tract 4826, Los Angeles County, California",76894,105833,51028
1400000US06037482701,"Census Tract 4827.01, Los Angeles County, California",71438,91765,48942
1400000US06037482702,"Census Tract 4827.02, Los Angeles County, California",96484,107401,-
1400000US06037482801,"Census Tract 4828.01, Los Angeles County, California",73500,90972,49677
1400000US06037500100,"Census Tract 5001, Los Angeles County, California",180720,181705,158700
1400000US06037500202,"Census Tract 5002.02, Los Angeles County, California",124321,148125,48816
1400000US06037500203,"Census Tract 5002.03, Los Angeles County, California",108925,108375,120764
1400000US06037500204,"Census Tract 5002.04, Los Angeles County, California",154299,188281,-
1400000US06037500300,"Census Tract 5003, Los Angeles County, California",97425,102628,58804
1400000US06037500402,"Census Tract 5004.02, Los Angeles County, California",61505,94219,48450
1400000US06037500403,"Census Tract 5004.03, Los Angeles County, California",83438,82500,93571
1400000US06037500404,"Census Tract 5004.04, Los Angeles County, California",77028,86161,61250
1400000US06037500500,"Census Tract 5005, Los Angeles County, California",62031,64554,44844
1400000US06037500600,"Census Tract 5006, Los Angeles County, California",65577,72875,41344
1400000US06037500700,"Census Tract 5007, Los Angeles County, California",68750,67019,69702
1400000US06037500800,"Census Tract 5008, Los Angeles County, California",74688,74877,73611
1400000US06037500900,"Census Tract 5009, Los Angeles County, California",49375,90114,17967
1400000US06037501001,"Census Tract 5010.01, Los Angeles County, California",85800,105947,55714
1400000US06037501002,"Census Tract 5010.02, Los Angeles County, California",94527,97574,64861
1400000US06037501200,"Census Tract 5012, Los Angeles County, California",99107,114167,50671
1400000US06037501301,"Census Tract 5013.01, Los Angeles County, California",77868,76103,80771
1400000US06037501302,"Census Tract 5013.02, Los Angeles County, California",51587,113156,41356
1400000US06037501400,"Census Tract 5014, Los Angeles County, California",43656,90179,32768
1400000US06037501501,"Census Tract 5015.01, Los Angeles County, California",106713,124833,79205
1400000US06037501503,"Census Tract 5015.03, Los Angeles County, California",70208,98906,63661
1400000US06037501504,"Census Tract 5015.04, Los Angeles County, California",37149,97237,36075
1400000US06037501600,"Census Tract 5016, Los Angeles County, California",80246,103787,44266
1400000US06037501700,"Census Tract 5017, Los Angeles County, California",83438,103894,70739
1400000US06037501802,"Census Tract 5018.02, Los Angeles County, California",70329,93365,40434
1400000US06037501803,"Census Tract 5018.03, Los Angeles County, California",41957,73906,40747
1400000US06037501804,"Census Tract 5018.04, Los Angeles County, California",48409,101696,36992
1400000US06037501900,"Census Tract 5019, Los Angeles County, California",86103,87022,-
1400000US06037502003,"Census Tract 5020.03, Los Angeles County, California",70855,91500,44600
1400000US06037502004,"Census Tract 5020.04, Los Angeles County, California",80076,96923,46149
1400000US06037502005,"Census Tract 5020.05, Los Angeles County, California",66194,101813,51157
1400000US06037502100,"Census Tract 5021, Los Angeles County, California",59125,76378,39395
1400000US06037502200,"Census Tract 5022, Los Angeles County, California",82188,91552,53854
1400000US06037502303,"Census Tract 5023.03, Los Angeles County, California",62729,72652,45543
1400000US06037502401,"Census Tract 5024.01, Los Angeles County, California",54847,72301,41360
1400000US06037502402,"Census Tract 5024.02, Los Angeles County, California",81458,80313,106250
1400000US06037502500,"Census Tract 5025, Los Angeles County, California",71250,87321,49955
1400000US06037502602,"Census Tract 5026.02, Los Angeles County, California",56500,93088,42868
1400000US06037502603,"Census Tract 5026.03, Los Angeles County, California",99625,103750,86141
1400000US06037502604,"Census Tract 5026.04, Los Angeles County, California",100918,102227,-
1400000US06037502700,"Census Tract 5027, Los Angeles County, California",75208,92784,59868
1400000US06037502801,"Census Tract 5028.01, Los Angeles County, California",85859,89904,-
1400000US06037502901,"Census Tract 5029.01, Los Angeles County, California",92101,86174,110967
1400000US06037503000,"Census Tract 5030, Los Angeles County, California",76528,84519,52101
1400000US06037503103,"Census Tract 5031.03, Los Angeles County, California",79958,81688,78158
1400000US06037503104,"Census Tract 5031.04, Los Angeles County, California",69643,71488,47212
1400000US06037503105,"Census Tract 5031.05, Los Angeles County, California",70568,70893,70507
1400000US06037503106,"Census Tract 5031.06, Los Angeles County, California",71098,86689,52679
1400000US06037503201,"Census Tract 5032.01, Los Angeles County, California",97639,99444,58088
1400000US06037503202,"Census Tract 5032.02, Los Angeles County, California",69635,92254,41234
1400000US06037503301,"Census Tract 5033.01, Los Angeles County, California",113750,114966,85455
1400000US06037503302,"Census Tract 5033.02, Los Angeles County, California",78810,90192,69524
1400000US06037503401,"Census Tract 5034.01, Los Angeles County, California",98239,102906,40357
1400000US06037503402,"Census Tract 5034.02, Los Angeles County, California",101756,103239,89881
1400000US06037503501,"Census Tract 5035.01, Los Angeles County, California",68393,86563,49957
1400000US06037503502,"Census Tract 5035.02, Los Angeles County, California",109340,113041,105197
1400000US06037503601,"Census Tract 5036.01, Los Angeles County, California",103750,109018,37917
1400000US06037503602,"Census Tract 5036.02, Los Angeles County, California",126705,144141,72679
1400000US06037503701,"Census Tract 5037.01, Los Angeles County, California",66575,96875,41089
1400000US06037503702,"Census Tract 5037.02, Los Angeles County, California",83664,90243,59479
1400000US06037503704,"Census Tract 5037.04, Los Angeles County, California",66983,106750,23828
1400000US06037503705,"Census Tract 5037.05, Los Angeles County, California",100284,102083,-
1400000US06037503801,"Census Tract 5038.01, Los Angeles County, California",87381,80909,89500
1400000US06037503802,"Census Tract 5038.02, Los Angeles County, California",95101,101103,-
1400000US06037503901,"Census Tract 5039.01, Los Angeles County, California",107344,111845,61893
1400000US06037503902,"Census Tract 5039.02, Los Angeles County, California",104841,120483,82614
1400000US06037504001,"Census Tract 5040.01, Los Angeles County, California",52252,68839,-
1400000US06037504002,"Census Tract 5040.02, Los Angeles County, California",109500,114949,61127
1400000US06037504101,"Census Tract 5041.01, Los Angeles County, California",63047,74712,39167
1400000US06037504200,"Census Tract 5042, Los Angeles County, California",54522,103587,37377
1400000US06037530005,"Census Tract 5300.05, Los Angeles County, California",101750,104643,-
1400000US06037530006,"Census Tract 5300.06, Los Angeles County, California",73528,151351,67946
1400000US06037530007,"Census Tract 5300.07, Los Angeles County, California",76816,91711,51250
1400000US06037530101,"Census Tract 5301.01, Los Angeles County, California",44375,57632,41425
1400000US06037530102,"Census Tract 5301.02, Los Angeles County, California",47941,98036,43079
1400000US06037530202,"Census Tract 5302.02, Los Angeles County, California",83182,102803,63750
1400000US06037530203,"Census Tract 5302.03, Los Angeles County, California",48452,89250,43799
1400000US06037530204,"Census Tract 5302.04, Los Angeles County, California",71382,72868,67188
1400000US06037530301,"Census Tract 5303.01, Los Angeles County, California",48056,63643,39375
1400000US06037530302,"Census Tract 5303.02, Los Angeles County, California",45703,62396,40000
1400000US06037530400,"Census Tract 5304, Los Angeles County, California",45154,67048,39257
1400000US06037530500,"Census Tract 5305, Los Angeles County, California",51941,83472,43512
1400000US06037530603,"Census Tract 5306.03, Los Angeles County, California",66061,89500,47978
1400000US06037530700,"Census Tract 5307, Los Angeles County, California",62841,97500,46964
1400000US06037530801,"Census Tract 5308.01, Los Angeles County, California",52813,96983,39167
1400000US06037530802,"Census Tract 5308.02, Los Angeles County, California",65227,86028,32669
1400000US06037530901,"Census Tract 5309.01, Los Angeles County, California",53860,94583,43194
1400000US06037530902,"Census Tract 5309.02, Los Angeles County, California",34023,60577,30548
1400000US06037531000,"Census Tract 5310, Los Angeles County, California",44918,71438,35784
1400000US06037531101,"Census Tract 5311.01, Los Angeles County, California",56568,75556,44570
1400000US06037531102,"Census Tract 5311.02, Los Angeles County, California",38990,69063,33265
1400000US06037531201,"Census Tract 5312.01, Los Angeles County, California",50568,62283,46017
1400000US06037531202,"Census Tract 5312.02, Los Angeles County, California",51135,56161,50543
1400000US06037531301,"Census Tract 5313.01, Los Angeles County, California",44662,48646,44291
1400000US06037531302,"Census Tract 5313.02, Los Angeles County, California",41818,82531,34015
